 -1.00000000000000e+00   2.00000000000000e+00
 -9.89949748743719e-01   1.98000050503775e+00
 -9.79899497487437e-01   1.96020302517613e+00
 -9.69849246231156e-01   1.94060756041514e+00
 -9.59798994974874e-01   1.92121411075478e+00
 -9.49748743718593e-01   1.90202267619505e+00
 -9.39698492462312e-01   1.88303325673594e+00
 -9.29648241206030e-01   1.86424585237747e+00
 -9.19597989949749e-01   1.84566046311962e+00
 -9.09547738693467e-01   1.82727708896240e+00
 -8.99497487437186e-01   1.80909572990581e+00
 -8.89447236180904e-01   1.79111638594985e+00
 -8.79396984924623e-01   1.77333905709452e+00
 -8.69346733668342e-01   1.75576374333981e+00
 -8.59296482412060e-01   1.73839044468574e+00
 -8.49246231155779e-01   1.72121916113229e+00
 -8.39195979899497e-01   1.70424989267948e+00
 -8.29145728643216e-01   1.68748263932729e+00
 -8.19095477386935e-01   1.67091740107573e+00
 -8.09045226130653e-01   1.65455417792480e+00
 -7.98994974874372e-01   1.63839296987450e+00
 -7.88944723618090e-01   1.62243377692482e+00
 -7.78894472361809e-01   1.60667659907578e+00
 -7.68844221105528e-01   1.59112143632737e+00
 -7.58793969849246e-01   1.57576828867958e+00
 -7.48743718592965e-01   1.56061715613242e+00
 -7.38693467336683e-01   1.54566803868589e+00
 -7.28643216080402e-01   1.53092093633999e+00
 -7.18592964824121e-01   1.51637584909472e+00
 -7.08542713567839e-01   1.50203277695008e+00
 -6.98492462311558e-01   1.48789171990606e+00
 -6.88442211055276e-01   1.47395267796268e+00
 -6.78391959798995e-01   1.46021565111992e+00
 -6.68341708542714e-01   1.44668063937779e+00
 -6.58291457286432e-01   1.43334764273629e+00
 -6.48241206030151e-01   1.42021666119542e+00
 -6.38190954773869e-01   1.40728769475518e+00
 -6.28140703517588e-01   1.39456074341557e+00
 -6.18090452261307e-01   1.38203580717659e+00
 -6.08040201005025e-01   1.36971288603823e+00
 -5.97989949748744e-01   1.35759198000050e+00
 -5.87939698492462e-01   1.34567308906341e+00
 -5.77889447236181e-01   1.33395621322694e+00
 -5.67839195979900e-01   1.32244135249110e+00
 -5.57788944723618e-01   1.31112850685589e+00
 -5.47738693467337e-01   1.30001767632131e+00
 -5.37688442211055e-01   1.28910886088735e+00
 -5.27638190954774e-01   1.27840206055403e+00
 -5.17587939698492e-01   1.26789727532133e+00
 -5.07537688442211e-01   1.25759450518926e+00
 -4.97487437185930e-01   1.24749375015782e+00
 -4.87437185929648e-01   1.23759501022701e+00
 -4.77386934673367e-01   1.22789828539683e+00
 -4.67336683417085e-01   1.21840357566728e+00
 -4.57286432160804e-01   1.20911088103836e+00
 -4.47236180904523e-01   1.20002020151006e+00
 -4.37185929648241e-01   1.19113153708240e+00
 -4.27135678391960e-01   1.18244488775536e+00
 -4.17085427135678e-01   1.17396025352895e+00
 -4.07035175879397e-01   1.16567763440317e+00
 -3.96984924623116e-01   1.15759703037802e+00
 -3.86934673366834e-01   1.14971844145350e+00
 -3.76884422110553e-01   1.14204186762961e+00
 -3.66834170854271e-01   1.13456730890634e+00
 -3.56783919597990e-01   1.12729476528370e+00
 -3.46733668341708e-01   1.12022423676170e+00
 -3.36683417085427e-01   1.11335572334032e+00
 -3.26633165829146e-01   1.10668922501957e+00
 -3.16582914572864e-01   1.10022474179945e+00
 -3.06532663316583e-01   1.09396227367996e+00
 -2.96482412060301e-01   1.08790182066109e+00
 -2.86432160804020e-01   1.08204338274286e+00
 -2.76381909547739e-01   1.07638695992525e+00
 -2.66331658291457e-01   1.07093255220828e+00
 -2.56281407035176e-01   1.06568015959193e+00
 -2.46231155778894e-01   1.06062978207621e+00
 -2.36180904522613e-01   1.05578141966112e+00
 -2.26130653266332e-01   1.05113507234666e+00
 -2.16080402010050e-01   1.04669074013282e+00
