    0.994978833994E+00    0.000000000000E+00    0.415588836953E+00    0.634528856628E+00    0.413596322627E+00    0.985608052845E+00    0.931804703018E+00    0.639389009246E-01    0.197822690739E+00    0.817358394626E+00    0.892617581258E+00
    0.630391779672E+00    0.670664040234E+00    0.000000000000E+00    0.278506204181E+00    0.276367861087E+00    0.749274625216E+00    0.798842276041E+00    0.741727202351E+00    0.841452573473E+00    0.810372556606E+00    0.190426964318E+01
    0.678238789796E+00    0.654971505395E+00    0.948166557159E+00    0.000000000000E+00    0.306820103124E+00    0.370973770686E+00    0.577455356651E+00    0.880127866975E-01    0.859242383910E-01    0.617571985277E+00    0.661937149367E+00
    0.945413536790E+00    0.699417809426E+00    0.332137610959E-01    0.971229201337E+00    0.000000000000E+00    0.517573977058E+00    0.590963653327E+00    0.500873062115E+00    0.145676331505E+00    0.562500823574E-01    0.997689319850E+00
    0.274680334351E+00    0.747299804314E+00    0.227528475606E+00    0.781217699764E+00    0.191542460117E+00    0.000000000000E+00    0.308334994488E+00    0.407972896261E+00    0.684974796822E+00    0.284190060167E+00    0.703473181895E+00
    0.306594001697E+00    0.480990113475E+00    0.191062977839E+00    0.932065741379E+00    0.895049399160E+00    0.698118029538E+00    0.000000000000E+00    0.810165879748E+00    0.450007976069E+00    0.790201312605E+00    0.130599895601E+01
    0.746437733077E+00    0.598335909069E+00    0.235653044616E-01    0.202954465382E+00    0.221717784231E+00    0.811197165979E+00    0.144977964504E-01    0.000000000000E+00    0.849150299548E+00    0.920456100953E+00    0.141286559541E+01
    0.911107373667E+00    0.148514358551E+00    0.376748827769E+00    0.745143311949E+00    0.762219807225E+00    0.529653497454E+00    0.858415666723E+00    0.497615548625E+00    0.000000000000E+00    0.674829641831E+00    0.124691776614E+01
    0.571363266758E+00    0.386447645844E+00    0.917195417116E+00    0.866158402325E-01    0.903714267465E+00    0.699711560565E+00    0.981042482027E+00    0.905622892373E+00    0.166967624701E+00    0.000000000000E+00    0.182103949158E+01
    0.100000000000E+01    0.479380044531E+00    0.819270159786E+00    0.519844446385E+00    0.451912863112E+00    0.496766731416E+00    0.741101734000E+00    0.391571852828E-01    0.221196312405E+00    0.367615887410E+00    0.124010309967E+01
    0.528761180316E+00    0.100000000000E+01    0.664121543391E+00    0.985530196679E+00    0.737982629673E+00    0.638927387622E-01    0.931141334421E-01    0.557048216715E+00    0.764843906557E+00    0.184691905988E+00    0.142355428783E+01
    0.635388504515E+00    0.580733024472E+00    0.100000000000E+01    0.592565931168E+00    0.516379811191E+00    0.828594534924E+00    0.802968055943E+00    0.509760430226E+00    0.861224341903E+00    0.129254830631E+00    0.191006525671E+01
    0.783283106569E+00    0.552596006053E+00    0.376626289425E+00    0.100000000000E+01    0.231546885250E+00    0.823448434604E+00    0.902921579943E+00    0.593664844673E+00    0.463524682593E+00    0.525053833829E+00    0.177954053710E+01
    0.808378112138E+00    0.608755242725E+00    0.291424152379E+00    0.163599965342E+00    0.100000000000E+01    0.873278768671E-01    0.874490590848E+00    0.678784451334E+00    0.156389669073E+00    0.805594730076E+00    0.134668658111E+01
    0.261490073291E+00    0.829381415085E+00    0.194361079667E+00    0.616480706766E+00    0.600088352749E-01    0.100000000000E+01    0.448510581059E+00    0.122074477092E+00    0.125397710754E-01    0.265432849048E-01    0.451788239422E+00
    0.867587520300E+00    0.590642507116E+00    0.434264947616E+00    0.610413779055E+00    0.711146752866E+00    0.576076869985E+00    0.100000000000E+01    0.939896509227E+00    0.918739475286E+00    0.779913169195E+00    0.284362409647E+01
    0.748732670220E+00    0.591191690972E+00    0.762018049182E+00    0.193663816865E+00    0.850058854215E-01    0.254167909053E+00    0.665878432846E+00    0.100000000000E+01    0.747721070544E+00    0.980832945820E-01    0.135104300435E+01
    0.154181004710E+00    0.685476399161E+00    0.426363808055E+00    0.915926512096E+00    0.543569860390E+00    0.961579962506E+00    0.981816168203E+00    0.658384607973E+00    0.100000000000E+01    0.908638642378E+00    0.257394253688E+01
    0.803423159996E+00    0.144871205918E+00    0.808805787712E-01    0.187745902242E+00    0.529764040926E+00    0.551553707164E+00    0.470700654943E+00    0.737068642393E+00    0.928478695277E+00    0.100000000000E+01    0.169918858797E+01
    0.000000000000E+00    0.398005787853E+00    0.382223390320E+00    0.756094544651E+00    0.346639441105E+00    0.124616002302E-01    0.174648358011E+00    0.394264009386E+00    0.915456778018E+00    0.688247921213E+00    0.992235488692E+00
    0.412581030344E+00    0.000000000000E+00    0.117433176325E-01    0.445320419057E+00    0.646600292187E+00    0.184702576729E+00    0.645389976892E+00    0.384261687821E+00    0.327820391319E-01    0.663978415275E+00    0.394423487426E+00
    0.279372619481E+00    0.375609140059E-01    0.000000000000E+00    0.121959225631E-01    0.300769801522E+00    0.546167971017E+00    0.580211528978E+00    0.693140376851E+00    0.804759539280E+00    0.335418446630E+00    0.846863555602E+00
    0.244807219101E+00    0.431548169727E+00    0.627153020646E+00    0.000000000000E+00    0.594356355154E+00    0.900427915999E+00    0.510564476591E+00    0.490826447308E+00    0.213839669082E+00    0.226257282028E-01    0.896257987970E+00
    0.188902527092E+00    0.651195016233E+00    0.565855344035E-01    0.411878964107E+00    0.000000000000E+00    0.181022364847E-01    0.591577511808E+00    0.892841112124E-01    0.982110116190E+00    0.284891785768E+00    0.478932352667E+00
    0.867985879776E+00    0.788579597094E-01    0.695501504890E+00    0.872427682668E+00    0.764927070874E+00    0.000000000000E+00    0.748106063958E+00    0.778012879003E+00    0.860104039640E+00    0.671121129090E+00    0.183449250858E+01
    0.826733579590E-01    0.937327882894E+00    0.179059613010E+00    0.927642534894E+00    0.976989221043E+00    0.190248405956E+00    0.000000000000E+00    0.954877137447E+00    0.445425952363E-01    0.292018887752E+00    0.442473277955E+00
    0.569324173318E+00    0.520705097471E+00    0.266102574286E+00    0.594878560022E+00    0.662090329814E+00    0.845452272969E+00    0.839151676485E-01    0.000000000000E+00    0.205064133941E+00    0.367107480256E+00    0.108979506712E+01
    0.377993367066E+00    0.671632335519E+00    0.572917561229E+00    0.400085857005E+00    0.388529568290E+00    0.563519945974E+00    0.696418935719E+00    0.240921564270E+00    0.000000000000E+00    0.757586122767E+00    0.869815282124E+00
    0.207458874386E+00    0.620029555656E+00    0.819619421791E+00    0.592756529102E+00    0.352996803896E-01    0.864511520997E+00    0.352802344337E+00    0.724038639083E-01    0.592431340428E+00    0.000000000000E+00    0.670526630658E+00
    0.100000000000E+01    0.411742344264E+00    0.525391289295E+00    0.610406670262E+00    0.197168569349E+00    0.619171749262E+00    0.376095277631E+00    0.957925685351E-01    0.129057854370E+00    0.166447355829E+00    0.912034370997E+00
    0.636643163599E+00    0.100000000000E+01    0.885890311412E+00    0.132160955460E+00    0.190614411215E+00    0.310319462304E+00    0.703869011269E-01    0.405754842719E+00    0.763955143971E+00    0.131963372495E+00    0.942248558413E+00
    0.740870015002E+00    0.403987756027E+00    0.100000000000E+01    0.176990626216E+00    0.973335961232E+00    0.527511907334E+00    0.251469969980E-01    0.831233329476E+00    0.601745696708E+00    0.316235700662E+00    0.120093584453E+01
    0.284168159705E+00    0.767408948091E-01    0.436063943248E+00    0.100000000000E+01    0.930123884034E+00    0.560683491451E+00    0.509332564427E+00    0.113994577434E+00    0.612543841892E+00    0.265320456569E+00    0.119995793114E+01
    0.739066590892E+00    0.815832515752E+00    0.698461232280E+00    0.454168154969E+00    0.100000000000E+01    0.415530404797E+00    0.631009371703E+00    0.716844204274E+00    0.112021081035E-01    0.512330877723E+00    0.179377840696E+01
    0.379286925024E+00    0.999567788292E+00    0.644408020648E+00    0.649526116026E+00    0.368756584557E+00    0.100000000000E+01    0.990509421570E+00    0.616663166982E+00    0.506205893741E+00    0.238475415268E+00    0.189796775367E+01
    0.615828338747E+00    0.867816639113E+00    0.566615576063E+00    0.392468806740E+00    0.954800892307E+00    0.626867622623E+00    0.100000000000E+01    0.922210920477E+00    0.371406720996E+00    0.883959322877E+00    0.260585813774E+01
    0.241436708579E-02    0.501632338752E+00    0.774989396982E+00    0.744649821224E+00    0.289155907403E+00    0.432089793003E+00    0.152042141890E+00    0.100000000000E+01    0.656597780935E+00    0.579846227257E+00    0.123601604469E+01
    0.798756138155E+00    0.534789876630E+00    0.823920211816E+00    0.245654648192E+00    0.627713715475E+00    0.634102271400E+00    0.789188606520E+00    0.714464420413E+00    0.100000000000E+01    0.939032002874E+00    0.253048040235E+01
    0.849077463198E+00    0.376103481595E+00    0.840209560837E+00    0.950434719937E+00    0.765845345359E+00    0.905097783509E+00    0.787531484234E+00    0.629647799957E+00    0.588408724550E+00    0.100000000000E+01    0.289534644429E+01
    0.000000000000E+00    0.352682411887E+00    0.378688763503E+00    0.504447841685E+00    0.757565564009E+00    0.267158814947E+00    0.486259164622E+00    0.717191500617E+00    0.681705808898E+00    0.418098628341E+00    0.102718025134E+01
    0.218544668094E+00    0.000000000000E+00    0.287755382625E-01    0.184550825990E+00    0.485573152322E+00    0.635553883705E+00    0.694046303990E+00    0.350374793176E+00    0.915462922730E+00    0.260206876176E+00    0.795304529729E+00
    0.405672412450E+00    0.906511963949E+00    0.000000000000E+00    0.180024080025E+00    0.786553246136E+00    0.703161085923E+00    0.953648721885E+00    0.160023959826E+00    0.996838979495E+00    0.736552175472E+00    0.180765109372E+01
    0.586816189740E+00    0.855016269575E+00    0.770522761007E+00    0.000000000000E+00    0.689257546165E+00    0.351780247976E+00    0.786106394230E+00    0.714908273967E+00    0.442485906491E+00    0.752246554874E+00    0.163905704418E+01
    0.244470455018E-01    0.246211049342E+00    0.263422722918E+00    0.562722694876E+00    0.000000000000E+00    0.978719050533E+00    0.191680214317E+00    0.406596306527E+00    0.281261857866E-01    0.751224737247E+00    0.253318630961E+00
    0.429481423730E+00    0.676077049027E+00    0.580831095642E-01    0.412672647508E+00    0.472971931453E+00    0.000000000000E+00    0.295335756239E+00    0.398476085029E+00    0.935319793640E+00    0.401777253203E+00    0.807806297637E+00
    0.111297301802E+00    0.708284416926E-01    0.609907647503E+00    0.337922399534E-01    0.403757522044E+00    0.979984241465E+00    0.000000000000E+00    0.314063240250E-01    0.295164470967E+00    0.911908122661E+00    0.693332047598E+00
    0.234137944487E-01    0.675384884314E+00    0.110101376795E+00    0.312651546058E+00    0.409234261108E+00    0.884706735241E-01    0.101867183194E+00    0.000000000000E+00    0.792724444243E+00    0.869455942674E+00    0.775680898192E+00
    0.888428159116E+00    0.106989418312E+00    0.625948178007E+00    0.821732764037E-01    0.746592279029E+00    0.150449988907E+00    0.118207021526E+00    0.149333188277E+00    0.000000000000E+00    0.399694986482E+00    0.276465656101E+00
    0.719026896308E+00    0.117563596405E+00    0.150140111564E+00    0.352248951360E+00    0.951695064068E+00    0.953592984526E+00    0.505604574612E+00    0.928087801902E-01    0.588194990417E+00    0.000000000000E+00    0.109187236503E+01
    0.100000000000E+01    0.765265741240E+00    0.150199387486E+00    0.139732737676E+00    0.365841409054E+00    0.943322345209E-01    0.702833855375E+00    0.304263135264E-01    0.941914836498E+00    0.608880200401E+00    0.141566208810E+01
    0.594192031344E+00    0.100000000000E+01    0.759902864838E+00    0.186456950152E+00    0.325009818061E+00    0.226086357230E+00    0.223357484294E+00    0.107305560717E+00    0.452210340116E+00    0.781486595310E+00    0.118672530692E+01
    0.715703324107E+00    0.279218256439E-01    0.100000000000E+01    0.845851815538E+00    0.920992781503E+00    0.322199417777E+00    0.310942423519E+00    0.331649593016E+00    0.930454857509E+00    0.214243088723E+00    0.146504634774E+01
    0.231443560961E+00    0.700772024398E+00    0.873563745009E+00    0.100000000000E+01    0.679940375337E+00    0.751601352271E+00    0.206233863072E+00    0.572793118394E+00    0.276718634160E+00    0.123978471726E+00    0.169923351423E+01
    0.935075652679E+00    0.100365306901E+00    0.378748277331E+00    0.571262451370E+00    0.100000000000E+01    0.639461786070E+00    0.705300762892E+00    0.564040784641E+00    0.273552187141E+00    0.979612160944E+00    0.161546905517E+01
    0.525566477877E+00    0.186746546789E+00    0.736938112144E+00    0.651741686588E+00    0.224306697140E-01    0.100000000000E+01    0.571806214777E+00    0.696485739473E+00    0.731178996679E-01    0.125021482387E+00    0.100826786523E+01
    0.715953406043E-01    0.213588536767E+00    0.422766924477E+00    0.892721685515E+00    0.155031939961E+00    0.403952955616E+00    0.100000000000E+01    0.610806194313E+00    0.745801804920E+00    0.508336697098E+00    0.144525537632E+01
    0.737360756523E+00    0.237725248646E-01    0.633258644226E+00    0.945286350133E+00    0.920509695732E+00    0.331364178217E+00    0.119744884990E+00    0.100000000000E+01    0.509463058841E+00    0.590997055271E+00    0.134199967081E+01
    0.646288493876E+00    0.873380736675E-01    0.262563149055E-01    0.722447278169E+00    0.939530468718E+00    0.181400488292E+00    0.258164900378E-01    0.359016167814E+00    0.100000000000E+01    0.814251503812E+00    0.106936572225E+01
    0.700568568956E+00    0.729924521412E+00    0.606918030142E+00    0.469914854630E-01    0.134917539694E+00    0.907277587045E+00    0.814841982245E+00    0.141792266168E+00    0.552555613680E+00    0.100000000000E+01    0.133038372198E+01
    0.000000000000E+00    0.999064567681E+00    0.518751249708E+00    0.648979067409E+00    0.241772170863E+00    0.871929427478E+00    0.245456627702E+00    0.437573073819E+00    0.353432698323E+00    0.400544662928E+00    0.796437764863E+00
    0.824190245352E+00    0.000000000000E+00    0.399940147085E+00    0.568298320148E+00    0.929920262955E+00    0.525980071569E+00    0.643556823506E+00    0.138517149166E+00    0.694334965404E+00    0.688475837613E+00    0.128358134362E+01
    0.148900969328E+00    0.721180870013E+00    0.000000000000E+00    0.354900790063E+00    0.870735305015E+00    0.669459180937E+00    0.312155727999E+00    0.116655385071E+00    0.449487413783E+00    0.487885435516E+00    0.946019283998E+00
    0.439092252977E+00    0.488191086106E+00    0.463380488606E+00    0.000000000000E+00    0.903236653630E+00    0.967258045787E+00    0.946826012896E-01    0.243897455978E+00    0.285565845567E+00    0.627689772485E+00    0.129036345057E+01
    0.846297699589E-01    0.444639188590E+00    0.391511594452E+00    0.513433057984E+00    0.000000000000E+00    0.950466623915E+00    0.566743087883E+00    0.356863841922E+00    0.793368500522E+00    0.659261460966E+00    0.963932099883E+00
    0.625672909553E+00    0.338697679349E+00    0.609250321222E+00    0.331558558228E+00    0.716605693607E+00    0.000000000000E+00    0.614260681071E+00    0.659092637350E+00    0.223698049143E+00    0.677020190133E+00    0.970218908672E+00
    0.490944048465E+00    0.898467016846E+00    0.424831666275E-01    0.831567476230E+00    0.476875359079E+00    0.455341842567E+00    0.000000000000E+00    0.342583642902E+00    0.857672802732E+00    0.740257153109E-01    0.757055801719E+00
    0.779784365836E+00    0.363645383136E+00    0.711976091526E+00    0.430269077046E+00    0.551817159279E+00    0.259012211606E+00    0.653345313314E-01    0.000000000000E+00    0.206416397324E+00    0.200456803064E+00    0.774211234192E+00
    0.365254007591E-01    0.291634754807E+00    0.282269615858E+00    0.616140456892E+00    0.181284165028E+00    0.672404334078E+00    0.572701061846E+00    0.358663782050E+00    0.000000000000E+00    0.222179391022E+00    0.511873193466E+00
    0.978288929156E+00    0.936752080247E+00    0.317110501472E+00    0.241486695176E+00    0.234797000569E-01    0.694661155620E+00    0.955241405781E+00    0.430859973899E+00    0.298864631709E+00    0.000000000000E+00    0.142087787921E+01
    0.100000000000E+01    0.133440233205E+00    0.576992275120E+00    0.747832678897E+00    0.599911465234E+00    0.453154109605E+00    0.640049289347E+00    0.447022705426E+00    0.159164928937E+00    0.667400294661E+00    0.122912954328E+01
    0.693556774065E-01    0.100000000000E+01    0.592090255250E+00    0.935718778601E+00    0.534930194266E+00    0.757006680780E+00    0.874452218444E-02    0.976810365635E-01    0.898390418368E+00    0.659626940330E+00    0.162178807556E+01
    0.136197159056E-01    0.163930711515E+00    0.100000000000E+01    0.655670330565E+00    0.292894850134E+00    0.485421331090E-01    0.724627279234E+00    0.884741955491E+00    0.658449822188E+00    0.489452204460E+00    0.163550863411E+01
    0.336299230613E+00    0.637393477503E+00    0.182381839204E+00    0.100000000000E+01    0.240344592786E+00    0.728261505739E+00    0.833220827065E-01    0.780447222820E+00    0.596982092943E+00    0.157132704015E+00    0.730604388885E+00
    0.447972467247E+00    0.334019386559E+00    0.110983608165E+00    0.440126105624E+00    0.100000000000E+01    0.188438025976E+00    0.934474014887E+00    0.856620484029E+00    0.335065701798E+00    0.914981475418E+00    0.149398479107E+01
    0.625744810763E+00    0.373516277488E+00    0.527770027677E+00    0.883267803477E+00    0.808337171979E+00    0.100000000000E+01    0.771768786358E+00    0.301278224030E+00    0.116812992227E+00    0.438761300702E+00    0.179199546716E+01
    0.971449345485E+00    0.289257098021E+00    0.211897266766E+00    0.718629468216E+00    0.295828625659E+00    0.341300428811E+00    0.100000000000E+01    0.516154787727E+00    0.718536453179E-01    0.134065998948E-01    0.105135877627E+01
    0.949878309091E+00    0.784934463597E+00    0.830531803126E+00    0.333574217718E+00    0.403508335272E+00    0.524123551641E+00    0.612952230996E+00    0.100000000000E+01    0.433962907271E+00    0.736196989444E+00    0.216655885621E+01
    0.732267136775E+00    0.107874458329E+00    0.692019961578E+00    0.141780196655E+00    0.954364631125E+00    0.476459545369E+00    0.533781222285E+00    0.663629330079E+00    0.100000000000E+01    0.965941419862E+00    0.195199808005E+01
    0.679324217509E+00    0.835601463426E+00    0.888464397280E-01    0.871282310212E+00    0.867917925775E+00    0.518274090612E+00    0.413934041591E+00    0.965177667452E+00    0.905780348900E+00    0.100000000000E+01    0.240017425690E+01
    0.000000000000E+00    0.968743037601E+00    0.453850710597E+00    0.966706397353E+00    0.511538202609E+00    0.788930045852E+00    0.259872936040E+00    0.399022711889E+00    0.115408413833E+00    0.848402836325E+00    0.104391627233E+01
    0.518174412849E+00    0.000000000000E+00    0.703404843630E+00    0.324996097517E+00    0.908326851975E+00    0.367472395428E+00    0.876034173008E+00    0.783149841141E+00    0.525030270161E-01    0.305777606984E+00    0.126450914667E+01
