    6.0974968499E-01    2.7096452988E-01    1.0734370871E-01    7.6511985451E-01    5.2368673641E-01    9.6370792657E-02    2.4936739539E-01    5.1385028573E-01    4.8457603549E-01    4.5548282292E-01    6.4541236086E-01    6.4667301336E-01
    2.8881319782E-01    6.2135104832E-01    5.6164396309E-01    6.4184909833E-01    9.5408291496E-01    4.9824277850E-01    6.0112433487E-02    8.2077252650E-02    6.2069557298E-01    4.6590045397E-01    1.3176018561E+00    1.3094261896E+00
    3.3197686609E-01    4.6098298209E-01    5.9330342155E-02    8.8428637044E-02    5.6788479933E-01    2.6801533810E-01    7.5547983987E-01    8.2909722446E-01    4.4099134235E-01    8.6232102558E-01    1.3090296463E+00    1.3171263685E+00
    8.5631576236E-01    3.0793942132E-01    4.2016095955E-01    1.8851585241E-01    8.6716987227E-01    8.9535612035E-01    1.8982332669E-01    3.7843914156E-01    5.3494413756E-03    4.3144899537E-01    1.1874864489E+00    1.1934708222E+00
    5.3274602081E-01    4.2593407762E-01    4.3527273292E-01    4.4115799367E-01    8.1655321749E-01    5.4944440841E-01    2.9651805804E-01    2.8559804304E-01    5.4981799488E-01    3.5682292390E-01    1.1499132820E+00    1.1484619717E+00
    6.3358198825E-01    3.9621664930E-01    8.1815651926E-01    6.1561585825E-01    3.9873757153E-01    6.9592916605E-01    1.2258426247E-01    4.0888504774E-01    7.2647337798E-01    2.0679477212E-01    1.2342929705E+00    1.2325527345E+00
    4.0346422920E-01    3.8098456415E-01    5.7104424626E-01    9.1782612741E-01    9.3233796376E-02    9.2008007470E-01    9.4985401830E-01    2.6991984513E-01    7.2807639602E-01    5.2765144040E-01    1.3846926992E+00    1.4041705396E+00
    6.3057890563E-01    4.5931049544E-01    3.2050302303E-01    8.9427634489E-02    8.5803142151E-01    9.9312571905E-01    6.9658603403E-02    3.6426868730E-01    7.2262558502E-01    5.1619422481E-01    1.5686804028E+00    1.5688160109E+00
    9.5857067397E-01    2.9227495420E-01    3.1298370218E-01    4.0075323785E-01    6.4431340882E-01    8.7884986946E-01    4.8635143326E-01    5.7569293145E-02    8.4826759911E-01    1.5524709468E-01    1.1450441292E+00    1.1315401756E+00
    8.3803799166E-01    8.6602658678E-01    4.9101817018E-01    4.7592454741E-01    2.8541986816E-01    4.1295512791E-01    7.8602011988E-02    2.2875100766E-01    1.7108279702E-01    4.1572886755E-01    1.1574374760E+00    1.1664207270E+00
    4.8845941282E-01    1.8374076019E-02    9.5418649686E-01    4.7850379220E-01    3.6120255775E-01    3.5585512805E-01    3.3701040482E-01    6.0642314271E-01    8.6294696337E-01    1.7723362908E-01    9.6168193322E-01    9.5140676088E-01
    5.2765090265E-01    1.8295823848E-01    5.7018217805E-01    7.5046007831E-01    3.2365224468E-01    6.7757795792E-01    1.5532539946E-01    7.9235351263E-01    5.5455686291E-01    9.3832390705E-01    1.3868584431E+00    1.3871632569E+00
    8.1209165644E-01    4.9261178569E-02    7.6988493679E-01    1.4747119450E-01    6.5075631657E-01    2.1890817892E-01    7.1243877345E-01    6.1265113977E-01    7.3393675676E-01    8.0175678579E-01    1.3335879148E+00    1.3209115252E+00
    2.2821963481E-01    8.9083886383E-01    5.0329050438E-01    4.3105194840E-01    9.2671289624E-01    3.4427953015E-02    7.4389805925E-01    9.4947215169E-01    2.3697365307E-01    9.1775128377E-01    1.3891617566E+00    1.3759494660E+00
    5.0796140620E-01    2.0888821361E-01    4.0896603868E-01    4.1761916633E-01    6.1570972175E-01    3.2905815964E-01    9.7403842562E-01    7.2569107314E-01    8.5015805861E-01    2.7967001522E-02    1.2217246685E+00    1.2101308769E+00
    9.5925170332E-01    6.2515954551E-01    3.5627855469E-01    8.8746055905E-01    1.7270973888E-01    3.7357579855E-01    7.6506272601E-01    7.6242599845E-01    9.4840337115E-01    1.3519027467E-01    1.7184144975E+00    1.6919073278E+00
    1.2600599589E-01    7.5469771034E-01    4.3352693330E-01    6.7836460963E-01    1.0864106685E-01    7.0348840312E-01    2.2283594225E-01    8.3159553470E-01    1.6598370571E-02    9.9066144893E-01    6.6886681093E-01    6.6736623648E-01
    8.1437044718E-01    9.0087348883E-01    3.7493203823E-02    2.6655325858E-02    3.6375258453E-01    9.5072289678E-01    5.9596564693E-01    3.4123455646E-01    8.5309142882E-01    6.8939927069E-01    1.8644664026E+00    1.8719567324E+00
    4.3818128417E-01    6.6739675118E-02    8.8467198086E-01    9.3538905474E-01    4.1566276523E-01    3.7506344990E-01    4.1338549396E-01    4.7375545253E-01    1.8670289050E-01    7.4993562424E-01    1.3466862193E+00    1.3485152557E+00
    1.5997681946E-02    5.3458311493E-01    3.1051692195E-01    1.0848866310E-01    2.7296743321E-01    1.5655529562E-02    8.2328334446E-01    3.7843919094E-01    1.8920131414E-03    3.2291710610E-02    3.3504681500E-01    3.5813688523E-01
    4.3040532969E-01    6.9142110799E-01    5.0739459751E-01    2.0211877587E-01    2.7665912799E-02    8.4791887539E-01    6.9051847330E-01    9.0636143449E-01    6.9814479405E-01    1.6834336343E-01    1.1710831053E+00    1.1669911113E+00
    6.7497158224E-01    2.4652585597E-02    9.5191182863E-01    5.9489718311E-01    1.6947989879E-01    7.8838209739E-01    4.1623156901E-01    7.2740424938E-01    4.3152107547E-03    1.2006256994E-01    1.0439308142E+00    1.0198310855E+00
    5.2179553502E-01    4.9804830371E-01    1.0778790493E-03    9.8647816938E-01    5.1926767100E-01    4.9693134525E-01    6.4205531795E-01    2.1204831709E-01    9.4914054357E-01    2.4186171094E-01    9.0827327815E-01    8.8469057299E-01
    3.0576918166E-01    4.2867309594E-01    8.0214613640E-01    6.5161955984E-01    7.2375004070E-01    3.8874726810E-01    1.6046275232E-01    2.9647938699E-01    6.1336532759E-01    9.2029746403E-01    1.5395694589E+00    1.5471774391E+00
    6.1473269052E-01    6.0407427965E-01    2.7160624769E-01    2.9300348119E-02    5.6675633302E-01    2.1048262998E-01    4.1019689127E-01    3.9280288601E-01    9.0852657199E-02    2.4959851565E-01    6.8767242431E-01    6.8239793945E-01
    8.6788023196E-03    9.1204073825E-01    7.1854785069E-01    4.0222777885E-01    2.6542344560E-01    8.2180318295E-01    2.0715139705E-01    2.0341052956E-01    2.1024618205E-01    3.2233312357E-01    6.2463737854E-01    6.2496724364E-01
    3.3448072442E-01    1.3896055154E-01    5.5558590242E-01    8.8452132375E-01    3.6474902817E-01    2.7372856758E-01    8.3375549888E-01    5.5953248559E-01    6.9467542674E-01    2.9785107662E-01    1.3246680080E+00    1.3111725432E+00
    7.1302205734E-02    5.3922227359E-01    2.3881151177E-02    2.6075882819E-01    3.9042554145E-01    3.5932432340E-01    7.2594444337E-01    9.2497127758E-01    5.2902908596E-01    7.3646237525E-02    8.7773553941E-01    8.9540311296E-01
    1.3842085826E-01    8.3717521993E-01    9.9656711343E-03    5.4872136361E-01    7.9417416593E-01    5.4900223079E-01    3.8087912150E-01    3.6990168015E-01    4.9840644155E-01    3.9901849404E-01    8.7926712382E-01    8.9711549254E-01
    8.8321631116E-01    6.0348975547E-01    7.9433156133E-01    7.4690256824E-01    8.8770130853E-01    9.9087297727E-01    3.8438003003E-01    5.4222437985E-01    5.1752159999E-01    3.5779189397E-01    2.4229862219E+00    2.3994847742E+00
    3.9968106825E-01    4.1999531281E-01    2.3800842493E-02    1.3996766102E-01    2.4394443695E-02    7.5579762616E-02    6.8641102107E-02    6.9038767620E-01    4.0363529723E-01    4.1249273549E-01    3.7163253894E-01    3.8692484867E-01
    4.4308017388E-01    9.2463143657E-01    9.4618186539E-01    7.3539265019E-01    1.4603154507E-01    9.8285257363E-01    5.9669350415E-01    3.7106904953E-01    7.5164839937E-01    4.7994044988E-02    1.5165934574E+00    1.5065176657E+00
    1.0534025233E-01    3.3280558867E-01    2.0829106688E-01    7.3738117359E-01    8.8602865488E-01    4.7443826103E-01    8.5226703521E-01    7.8648857517E-01    3.4570515185E-03    3.7516161395E-01    1.2700499778E+00    1.2806088695E+00
    2.7494506688E-01    6.9461161587E-01    3.2358868902E-01    8.2066689360E-01    7.3538952727E-01    6.9681753210E-01    5.7410573405E-01    2.9734522922E-01    2.1507356432E-01    8.6615015796E-01    1.3347633985E+00    1.3259644797E+00
    7.5327751434E-01    9.2409211649E-01    4.4332970365E-01    1.6959175754E-01    7.9644863869E-01    9.4161708610E-01    8.7567424528E-01    4.9821810801E-02    6.3348081960E-01    4.4882153678E-01    1.8287220582E+00    1.8491800341E+00
    7.2013338981E-01    8.1023713740E-01    7.9550458868E-01    1.0763718808E-01    6.9673413877E-01    4.5530140102E-01    6.1412037306E-01    6.4656309865E-01    7.9814938185E-01    8.5358797156E-01    2.0678565826E+00    2.0646870061E+00
    4.6739970605E-01    9.2457046542E-01    5.7831042661E-01    2.2498772133E-01    3.0402215533E-01    2.0060958861E-01    6.4677538054E-01    3.8108422465E-01    2.8857097339E-01    7.6999627413E-01    1.0913873286E+00    1.0919209371E+00
    7.2780314393E-01    5.0730238962E-01    4.1364192214E-01    6.1804058118E-02    7.5580035929E-01    5.8280961044E-02    5.4120707800E-01    1.7091895616E-02    4.6853542734E-01    8.0725881357E-01    8.2213700328E-01    8.2630940287E-01
    2.7154549835E-01    1.0978234199E-01    7.8013991740E-01    6.9069678741E-01    2.7378927631E-01    7.8100714398E-02    2.5893652879E-01    3.8104131825E-02    8.4604006077E-01    1.9785092222E-01    7.6877809137E-01    7.6729053141E-01
    3.7501610150E-02    6.7440410121E-01    7.6225338030E-01    5.0947031641E-01    1.3432783559E-01    6.9635794496E-01    3.1875186004E-01    7.7561588621E-01    6.5729915696E-01    3.3926287520E-01    9.9002440116E-01    9.7740317434E-01
