  9.099984234361e-01   4.999259779716e-01
  6.838252764687e-01   9.648818248248e-01
  4.307380375214e-01   6.106889015775e-01
  4.313397448101e-01   6.298148133965e-01
  7.513497680670e-01   5.692133205588e-01
  9.692405861723e-01   4.150117726468e-01
  7.841738634425e-01   7.149749744252e-01
  9.517077826824e-01   3.906124341417e-01
  5.791064278041e-01   4.797538652579e-01
  9.467264814394e-01   7.276772863316e-01
  5.968842667389e-01   5.823162889885e-01
  7.902949866449e-01   5.525743111196e-01
  5.451542751290e-01   4.151544060896e-01
  5.846681172560e-01   9.203922818465e-01
  6.835838899477e-01   5.234752315582e-01
  3.123851215410e-01   5.833237630165e-02
  7.675771475313e-02   7.885450480899e-01
  6.100332428948e-01   6.845801566153e-01
  8.361433879847e-01   3.168403074777e-01
  4.374870594128e-01   2.132301111065e-01
  2.942766135245e-01   9.111883914972e-01
  2.922287910952e-01   2.954267607437e-01
  2.189787482931e-01   4.097264195705e-01
  3.905589383614e-01   1.644138427214e-02
  6.986581168609e-01   7.845474866511e-01
  7.799558532220e-01   6.733094021167e-01
  4.884941845710e-02   7.193089077492e-01
  8.716895366586e-01   5.927448658090e-01
  7.481050051139e-01   2.645168921939e-02
  4.431061941445e-01   7.216508920221e-01
  5.501896180105e-01   8.406281384534e-01
  8.861911218391e-01   8.490714101754e-01
  5.394373353227e-01   9.812385528240e-01
  5.221178498326e-01   8.606767732061e-01
  3.762234213204e-01   5.478817061317e-01
  1.498457935646e-01   6.892557298355e-01
  4.129908737431e-01   2.633447466351e-01
  8.947090779814e-01   5.245920878617e-01
  5.781394641476e-01   6.899618254107e-01
  4.702648434052e-02   5.599706727872e-01
  6.734280647511e-01   6.927026008265e-01
  3.446621796426e-01   3.355286586664e-02
  7.424585988581e-01   4.091711679698e-01
  4.896906510487e-01   2.563418298948e-01
  6.593197962624e-01   6.042383438356e-01
  1.611679844524e-01   1.833609535728e-01
  7.391175107563e-01   6.476086208820e-01
  7.376176132161e-01   4.258156950557e-01
  8.321379557274e-01   4.519761706076e-02
  1.877471158886e-01   7.627030337372e-02
  8.853362616696e-01   8.378061459156e-01
  3.381245524632e-01   9.556384821145e-01
  6.849432326757e-01   5.442981654931e-02
  4.440843516036e-01   4.258617347788e-01
  1.374126627474e-01   4.138723855894e-02
  4.309998238040e-01   3.821804942894e-01
  3.792092635527e-01   9.072946121719e-01
  6.155813642376e-01   3.587693830222e-01
  8.714564565293e-01   5.485154350802e-01
  2.134195445904e-01   7.397574136411e-01
  7.145541901678e-01   2.398218730441e-01
  3.273712119685e-01   9.746709781251e-01
  7.328541907361e-01   7.673093381698e-01
  7.446822871648e-01   3.618586735142e-01
  2.150383384783e-01   8.296598249332e-01
  9.846129443811e-02   9.732213805422e-02
  3.564929356287e-01   6.600241851476e-01
  7.440578535616e-01   6.272959934885e-02
  8.991876672724e-01   6.604907807450e-01
  8.622032131405e-02   6.824200603247e-01
  8.692672895869e-01   5.724373515557e-01
  2.723156913014e-02   4.962703256948e-01
  8.391490627388e-01   3.055246909634e-01
  3.602657203013e-01   2.354942251390e-01
  3.063621844180e-01   6.188961862125e-01
  3.716582790940e-01   6.852567018501e-01
